transaction_id,period,cost_centre_id,cost_centre_name,gl_account_id,gl_account_name,plant,budget_amount_usd,actual_amount_usd,variance_amount_usd,variance_pct,posted_by,posted_date,approved_by,journal_reference,is_accrual,fiscal_year,fiscal_quarter
FAR-007001,2024-07,CC-3002,IT Operations,GL-7001,Overhead Allocation,Detroit Plant,175551.37,231217.32,55665.95,31.71,analyst1@michiganauto.com,2025-12-10,maint.mgr@michiganauto.com,JNL-754071,False,2024,Q1
FAR-007002,2024-12,CC-1003,Paint Shop,GL-4001,Direct Labour,Lansing Plant,200194.11,275161.42,74967.31,37.45,analyst2@michiganauto.com,2025-11-10,john.smith@michiganauto.com,JNL-435463,True,2024,Q2
FAR-007003,2024-03,CC-3002,IT Operations,GL-5003,Tooling,Detroit Plant,155510.39,215193.99,59683.6,38.38,analyst2@michiganauto.com,2025-08-26,ops.lead@michiganauto.com,JNL-773290,False,2024,Q3
FAR-007004,2024-05,CC-1002,Welding Dept,GL-5001,Raw Materials,Lansing Plant,205842.98,271672.75,65829.77,31.98,finance@michiganauto.com,2025-10-18,ds.lead@michiganauto.com,JNL-753196,False,2024,Q2
FAR-007005,2024-05,CC-1002,Welding Dept,GL-4002,Indirect Labour,Detroit Plant,117271.63,107528.37,-9743.26,-8.31,analyst2@michiganauto.com,2026-05-17,john.smith@michiganauto.com,JNL-112400,False,2024,Q4
FAR-007006,2024-11,CC-2001,Maintenance Eng,GL-4002,Indirect Labour,Lansing Plant,241098.09,263869.97,22771.88,9.45,analyst2@michiganauto.com,2025-06-30,john.smith@michiganauto.com,JNL-772638,False,2024,Q4
FAR-007007,2024-07,CC-2002,Tooling & Fixtures,GL-5002,Consumables,Lansing Plant,188272.29,115725.71,-72546.58,-38.53,analyst1@michiganauto.com,2026-04-17,ops.lead@michiganauto.com,JNL-399321,False,2024,Q2
FAR-007008,2024-07,CC-1004,Assembly Dept,GL-5003,Tooling,Flint Plant,112028.35,139205.36,27177.01,24.26,analyst2@michiganauto.com,2026-02-26,maint.mgr@michiganauto.com,JNL-461344,False,2024,Q2
FAR-007009,2024-09,CC-2002,Tooling & Fixtures,GL-7001,Overhead Allocation,Flint Plant,214563.66,137854.38,-76709.28,-35.75,analyst1@michiganauto.com,2025-11-10,ops.lead@michiganauto.com,JNL-621284,False,2024,Q1
FAR-007010,2024-10,CC-1004,Assembly Dept,GL-5003,Tooling,Lansing Plant,139523.64,204325.19,64801.55,46.44,finance@michiganauto.com,2025-06-22,ops.lead@michiganauto.com,JNL-360852,True,2024,Q2
FAR-007011,2024-09,CC-1003,Paint Shop,GL-6001,Maintenance Parts,Lansing Plant,74907.23,101594.07,26686.84,35.63,exec.admin@michiganauto.com,2025-06-30,maint.mgr@michiganauto.com,JNL-741334,True,2024,Q2
FAR-007012,2024-12,CC-1001,Stamping Dept,GL-5003,Tooling,Flint Plant,29668.43,41510.42,11841.99,39.91,exec.admin@michiganauto.com,2026-02-12,ops.lead@michiganauto.com,JNL-489592,False,2024,Q1
FAR-007013,2024-09,CC-1003,Paint Shop,GL-4002,Indirect Labour,Flint Plant,20266.46,21568.57,1302.11,6.42,analyst2@michiganauto.com,2026-04-20,john.smith@michiganauto.com,JNL-814824,False,2024,Q2
FAR-007014,2024-12,CC-1001,Stamping Dept,GL-4002,Indirect Labour,Lansing Plant,209094.51,162537.74,-46556.77,-22.27,finance@michiganauto.com,2026-01-08,maint.mgr@michiganauto.com,JNL-688277,True,2024,Q3
FAR-007015,2024-06,CC-1003,Paint Shop,GL-4003,Contractor Cost,Flint Plant,90745.58,95233.09,4487.51,4.95,exec.admin@michiganauto.com,2025-09-08,ops.lead@michiganauto.com,JNL-456665,False,2024,Q3
FAR-007016,2024-04,CC-1003,Paint Shop,GL-6002,External Repairs,Flint Plant,237838.31,244712.49,6874.18,2.89,finance@michiganauto.com,2026-03-25,maint.mgr@michiganauto.com,JNL-135853,False,2024,Q1
FAR-007017,2024-12,CC-2002,Tooling & Fixtures,GL-4001,Direct Labour,Detroit Plant,69259.84,79969.91,10710.07,15.46,exec.admin@michiganauto.com,2025-06-09,ds.lead@michiganauto.com,JNL-108111,True,2024,Q2
FAR-007018,2024-05,CC-1003,Paint Shop,GL-5001,Raw Materials,Lansing Plant,95823.87,91650.02,-4173.85,-4.36,finance@michiganauto.com,2026-01-02,john.smith@michiganauto.com,JNL-827556,False,2024,Q2
FAR-007019,2024-06,CC-1004,Assembly Dept,GL-4001,Direct Labour,Flint Plant,226509.49,186789.76,-39719.73,-17.54,finance@michiganauto.com,2026-04-16,ds.lead@michiganauto.com,JNL-287508,False,2024,Q3
FAR-007020,2024-08,CC-1001,Stamping Dept,GL-5003,Tooling,Flint Plant,32072.79,45260.24,13187.45,41.12,finance@michiganauto.com,2025-09-29,maint.mgr@michiganauto.com,JNL-849231,False,2024,Q2
FAR-007021,2024-04,CC-2001,Maintenance Eng,GL-5001,Raw Materials,Lansing Plant,150616.33,158222.1,7605.77,5.05,analyst1@michiganauto.com,2025-06-07,john.smith@michiganauto.com,JNL-586318,True,2024,Q2
FAR-007022,2024-08,CC-1003,Paint Shop,GL-4003,Contractor Cost,Detroit Plant,172743.95,151891.07,-20852.88,-12.07,finance@michiganauto.com,2026-03-15,ds.lead@michiganauto.com,JNL-488496,False,2024,Q2
FAR-007023,2024-07,CC-2002,Tooling & Fixtures,GL-6001,Maintenance Parts,Lansing Plant,66349.94,70626.88,4276.94,6.45,analyst1@michiganauto.com,2025-09-24,john.smith@michiganauto.com,JNL-873224,False,2024,Q1
FAR-007024,2024-05,CC-1004,Assembly Dept,GL-4002,Indirect Labour,Flint Plant,60118.19,82928.24,22810.05,37.94,finance@michiganauto.com,2026-01-14,ops.lead@michiganauto.com,JNL-434262,False,2024,Q2
FAR-007025,2024-07,CC-1003,Paint Shop,GL-4002,Indirect Labour,Detroit Plant,227950.86,314486.15,86535.29,37.96,exec.admin@michiganauto.com,2025-08-27,maint.mgr@michiganauto.com,JNL-306302,False,2024,Q1
FAR-007026,2024-11,CC-1003,Paint Shop,GL-4002,Indirect Labour,Detroit Plant,236387.08,152783.41,-83603.67,-35.37,analyst2@michiganauto.com,2025-08-15,ds.lead@michiganauto.com,JNL-173950,True,2024,Q3
FAR-007027,2024-11,CC-3002,IT Operations,GL-5004,Energy,Lansing Plant,14914.2,21303.61,6389.41,42.84,finance@michiganauto.com,2026-03-12,ds.lead@michiganauto.com,JNL-372119,True,2024,Q2
FAR-007028,2024-04,CC-1002,Welding Dept,GL-4003,Contractor Cost,Lansing Plant,18557.32,23026.16,4468.84,24.08,analyst2@michiganauto.com,2025-08-26,ops.lead@michiganauto.com,JNL-165384,False,2024,Q1
FAR-007029,2024-11,CC-3001,Finance & Admin,GL-5002,Consumables,Detroit Plant,11592.12,7774.78,-3817.34,-32.93,finance@michiganauto.com,2025-07-15,ops.lead@michiganauto.com,JNL-804996,False,2024,Q1
FAR-007030,2024-06,CC-2003,HSE & Compliance,GL-5002,Consumables,Lansing Plant,199200.6,157221.17,-41979.43,-21.07,exec.admin@michiganauto.com,2025-06-28,john.smith@michiganauto.com,JNL-648034,False,2024,Q1
FAR-007031,2024-01,CC-1003,Paint Shop,GL-4002,Indirect Labour,Lansing Plant,22021.98,22313.11,291.13,1.32,finance@michiganauto.com,2025-10-02,ds.lead@michiganauto.com,JNL-127561,False,2024,Q4
FAR-007032,2024-07,CC-2003,HSE & Compliance,GL-4002,Indirect Labour,Flint Plant,15071.25,16749.21,1677.96,11.13,finance@michiganauto.com,2025-05-25,ds.lead@michiganauto.com,JNL-311361,False,2024,Q1
FAR-007033,2024-12,CC-1001,Stamping Dept,GL-5001,Raw Materials,Lansing Plant,106378.53,121521.33,15142.8,14.23,analyst1@michiganauto.com,2026-02-12,ds.lead@michiganauto.com,JNL-370361,True,2024,Q1
FAR-007034,2024-09,CC-1001,Stamping Dept,GL-4001,Direct Labour,Lansing Plant,156099.45,179360.1,23260.65,14.9,analyst2@michiganauto.com,2025-08-18,ops.lead@michiganauto.com,JNL-801618,False,2024,Q4
FAR-007035,2024-03,CC-1001,Stamping Dept,GL-6002,External Repairs,Lansing Plant,141647.81,138669.48,-2978.33,-2.1,analyst2@michiganauto.com,2025-06-04,john.smith@michiganauto.com,JNL-169390,False,2024,Q1
FAR-007036,2024-05,CC-3002,IT Operations,GL-5002,Consumables,Lansing Plant,207590.25,267025.89,59435.64,28.63,analyst1@michiganauto.com,2026-02-11,ops.lead@michiganauto.com,JNL-247665,False,2024,Q1
FAR-007037,2024-01,CC-1003,Paint Shop,GL-7001,Overhead Allocation,Flint Plant,27060.67,37191.27,10130.6,37.44,analyst2@michiganauto.com,2026-05-03,maint.mgr@michiganauto.com,JNL-375207,False,2024,Q4
FAR-007038,2024-05,CC-3001,Finance & Admin,GL-4003,Contractor Cost,Detroit Plant,23147.4,30551.27,7403.87,31.99,finance@michiganauto.com,2025-10-02,john.smith@michiganauto.com,JNL-492286,False,2024,Q1
FAR-007039,2024-11,CC-1001,Stamping Dept,GL-5003,Tooling,Flint Plant,101499.51,115298.19,13798.68,13.59,analyst2@michiganauto.com,2026-03-10,maint.mgr@michiganauto.com,JNL-789936,False,2024,Q1
FAR-007040,2024-08,CC-3002,IT Operations,GL-4003,Contractor Cost,Lansing Plant,64089.11,76629.11,12540.0,19.57,analyst2@michiganauto.com,2025-09-27,john.smith@michiganauto.com,JNL-972556,False,2024,Q4
FAR-007041,2024-04,CC-1001,Stamping Dept,GL-5004,Energy,Detroit Plant,165036.68,219249.07,54212.39,32.85,analyst2@michiganauto.com,2025-09-21,ds.lead@michiganauto.com,JNL-284928,False,2024,Q3
FAR-007042,2024-03,CC-3002,IT Operations,GL-5002,Consumables,Lansing Plant,87437.58,107313.17,19875.59,22.73,analyst1@michiganauto.com,2025-05-31,ds.lead@michiganauto.com,JNL-637693,False,2024,Q2
FAR-007043,2024-03,CC-1001,Stamping Dept,GL-5003,Tooling,Detroit Plant,192542.83,263993.81,71450.98,37.11,exec.admin@michiganauto.com,2026-04-05,ds.lead@michiganauto.com,JNL-587559,True,2024,Q3
FAR-007044,2024-03,CC-3001,Finance & Admin,GL-4003,Contractor Cost,Detroit Plant,126254.06,122880.35,-3373.71,-2.67,exec.admin@michiganauto.com,2025-07-09,ops.lead@michiganauto.com,JNL-511092,False,2024,Q4
FAR-007045,2024-08,CC-3001,Finance & Admin,GL-5004,Energy,Flint Plant,217370.78,236073.97,18703.19,8.6,exec.admin@michiganauto.com,2025-08-18,ops.lead@michiganauto.com,JNL-517296,False,2024,Q1
FAR-007046,2024-12,CC-3001,Finance & Admin,GL-5001,Raw Materials,Detroit Plant,71152.14,90290.97,19138.83,26.9,finance@michiganauto.com,2025-07-09,john.smith@michiganauto.com,JNL-649642,False,2024,Q3
FAR-007047,2024-09,CC-1005,Quality Control,GL-4003,Contractor Cost,Lansing Plant,89481.99,60187.22,-29294.77,-32.74,analyst1@michiganauto.com,2025-11-24,ops.lead@michiganauto.com,JNL-656121,False,2024,Q3
FAR-007048,2024-05,CC-1004,Assembly Dept,GL-7001,Overhead Allocation,Flint Plant,202971.5,230947.16,27975.66,13.78,analyst2@michiganauto.com,2025-07-31,ds.lead@michiganauto.com,JNL-528474,False,2024,Q1
FAR-007049,2024-02,CC-1002,Welding Dept,GL-6002,External Repairs,Detroit Plant,207804.87,252720.64,44915.77,21.61,analyst1@michiganauto.com,2026-05-18,maint.mgr@michiganauto.com,JNL-349311,False,2024,Q4
FAR-007050,2024-06,CC-1001,Stamping Dept,GL-6002,External Repairs,Detroit Plant,6378.85,4545.48,-1833.37,-28.74,analyst2@michiganauto.com,2025-10-23,ds.lead@michiganauto.com,JNL-591494,False,2024,Q4
FAR-007051,2024-03,CC-2003,HSE & Compliance,GL-6002,External Repairs,Flint Plant,246200.48,164607.98,-81592.5,-33.14,analyst1@michiganauto.com,2026-03-24,ops.lead@michiganauto.com,JNL-955074,False,2024,Q2
FAR-007052,2024-03,CC-3001,Finance & Admin,GL-4002,Indirect Labour,Lansing Plant,152418.62,179259.98,26841.36,17.61,analyst1@michiganauto.com,2025-07-24,maint.mgr@michiganauto.com,JNL-748784,False,2024,Q4
FAR-007053,2024-05,CC-1004,Assembly Dept,GL-7001,Overhead Allocation,Flint Plant,186060.77,238183.35,52122.58,28.01,exec.admin@michiganauto.com,2025-09-20,ds.lead@michiganauto.com,JNL-436377,False,2024,Q4
FAR-007054,2024-10,CC-1005,Quality Control,GL-5002,Consumables,Flint Plant,220038.51,280759.55,60721.04,27.6,analyst2@michiganauto.com,2025-12-14,ds.lead@michiganauto.com,JNL-199111,False,2024,Q2
FAR-007055,2024-11,CC-3002,IT Operations,GL-7001,Overhead Allocation,Flint Plant,54880.74,43181.95,-11698.79,-21.32,finance@michiganauto.com,2026-02-07,ops.lead@michiganauto.com,JNL-814274,False,2024,Q3
FAR-007056,2024-08,CC-3002,IT Operations,GL-6002,External Repairs,Lansing Plant,238532.07,206882.41,-31649.66,-13.27,analyst2@michiganauto.com,2026-02-21,john.smith@michiganauto.com,JNL-835729,False,2024,Q1
FAR-007057,2024-06,CC-1003,Paint Shop,GL-4003,Contractor Cost,Detroit Plant,185320.76,224450.28,39129.52,21.11,analyst2@michiganauto.com,2025-06-08,john.smith@michiganauto.com,JNL-556486,False,2024,Q4
FAR-007058,2024-10,CC-1004,Assembly Dept,GL-6002,External Repairs,Detroit Plant,134703.22,126417.63,-8285.59,-6.15,analyst2@michiganauto.com,2025-09-27,ops.lead@michiganauto.com,JNL-120427,False,2024,Q3
FAR-007059,2024-02,CC-2002,Tooling & Fixtures,GL-4003,Contractor Cost,Flint Plant,47114.79,70271.99,23157.2,49.15,analyst1@michiganauto.com,2026-05-16,john.smith@michiganauto.com,JNL-310397,False,2024,Q4
FAR-007060,2024-12,CC-2003,HSE & Compliance,GL-5003,Tooling,Lansing Plant,147055.58,89577.77,-57477.81,-39.09,analyst2@michiganauto.com,2025-11-29,ops.lead@michiganauto.com,JNL-594569,False,2024,Q3
FAR-007061,2024-07,CC-1001,Stamping Dept,GL-4003,Contractor Cost,Detroit Plant,235536.33,298031.56,62495.23,26.53,analyst2@michiganauto.com,2026-02-20,maint.mgr@michiganauto.com,JNL-749243,True,2024,Q4
FAR-007062,2024-12,CC-2002,Tooling & Fixtures,GL-5003,Tooling,Lansing Plant,171979.0,186671.48,14692.48,8.54,exec.admin@michiganauto.com,2025-06-10,maint.mgr@michiganauto.com,JNL-292102,False,2024,Q4
FAR-007063,2024-04,CC-2001,Maintenance Eng,GL-6002,External Repairs,Lansing Plant,102358.12,89015.62,-13342.5,-13.04,analyst1@michiganauto.com,2026-05-14,john.smith@michiganauto.com,JNL-929449,False,2024,Q2
FAR-007064,2024-04,CC-1005,Quality Control,GL-7001,Overhead Allocation,Detroit Plant,94805.68,139331.82,44526.14,46.97,analyst1@michiganauto.com,2025-11-28,ds.lead@michiganauto.com,JNL-229363,False,2024,Q4
FAR-007065,2024-05,CC-2002,Tooling & Fixtures,GL-5001,Raw Materials,Detroit Plant,11543.98,14884.95,3340.97,28.94,analyst2@michiganauto.com,2026-03-18,ops.lead@michiganauto.com,JNL-814419,False,2024,Q4
FAR-007066,2024-05,CC-3002,IT Operations,GL-5002,Consumables,Detroit Plant,218115.98,146398.18,-71717.8,-32.88,analyst1@michiganauto.com,2025-06-03,ds.lead@michiganauto.com,JNL-336483,True,2024,Q2
FAR-007067,2024-04,CC-3001,Finance & Admin,GL-5002,Consumables,Detroit Plant,133843.23,185324.29,51481.06,38.46,analyst1@michiganauto.com,2026-02-17,ops.lead@michiganauto.com,JNL-182684,False,2024,Q1
FAR-007068,2024-01,CC-2001,Maintenance Eng,GL-4002,Indirect Labour,Lansing Plant,188975.22,247291.01,58315.79,30.86,finance@michiganauto.com,2026-04-02,ds.lead@michiganauto.com,JNL-401888,False,2024,Q1
FAR-007069,2024-10,CC-2002,Tooling & Fixtures,GL-5002,Consumables,Lansing Plant,216579.38,284473.44,67894.06,31.35,exec.admin@michiganauto.com,2026-04-05,ds.lead@michiganauto.com,JNL-985093,False,2024,Q1
FAR-007070,2024-02,CC-3002,IT Operations,GL-5002,Consumables,Lansing Plant,227179.04,289146.63,61967.59,27.28,analyst2@michiganauto.com,2026-05-15,ops.lead@michiganauto.com,JNL-416406,False,2024,Q1
FAR-007071,2024-07,CC-1004,Assembly Dept,GL-4002,Indirect Labour,Flint Plant,68774.94,72642.52,3867.58,5.62,exec.admin@michiganauto.com,2025-12-13,ops.lead@michiganauto.com,JNL-142190,False,2024,Q1
FAR-007072,2024-06,CC-2003,HSE & Compliance,GL-5003,Tooling,Flint Plant,157922.33,167226.49,9304.16,5.89,finance@michiganauto.com,2025-07-08,maint.mgr@michiganauto.com,JNL-473346,False,2024,Q1
FAR-007073,2024-04,CC-1002,Welding Dept,GL-4002,Indirect Labour,Detroit Plant,16825.25,21677.25,4852.0,28.84,exec.admin@michiganauto.com,2025-07-11,ops.lead@michiganauto.com,JNL-980438,False,2024,Q4
FAR-007074,2024-10,CC-2003,HSE & Compliance,GL-6002,External Repairs,Lansing Plant,177474.83,146430.84,-31043.99,-17.49,analyst1@michiganauto.com,2026-04-26,maint.mgr@michiganauto.com,JNL-106914,False,2024,Q2
FAR-007075,2024-07,CC-2001,Maintenance Eng,GL-5001,Raw Materials,Lansing Plant,33602.52,23191.32,-10411.2,-30.98,finance@michiganauto.com,2025-11-17,ops.lead@michiganauto.com,JNL-367947,False,2024,Q3
FAR-007076,2024-10,CC-1002,Welding Dept,GL-4003,Contractor Cost,Detroit Plant,72223.02,69938.8,-2284.22,-3.16,analyst1@michiganauto.com,2025-10-04,maint.mgr@michiganauto.com,JNL-109378,False,2024,Q1
FAR-007077,2024-11,CC-1004,Assembly Dept,GL-4001,Direct Labour,Lansing Plant,146324.98,107259.63,-39065.35,-26.7,analyst1@michiganauto.com,2025-09-15,ops.lead@michiganauto.com,JNL-312250,True,2024,Q2
FAR-007078,2024-02,CC-1001,Stamping Dept,GL-4001,Direct Labour,Detroit Plant,86569.02,53405.01,-33164.01,-38.31,finance@michiganauto.com,2025-11-19,ops.lead@michiganauto.com,JNL-265666,False,2024,Q2
FAR-007079,2024-10,CC-1004,Assembly Dept,GL-4003,Contractor Cost,Flint Plant,124535.02,183791.33,59256.31,47.58,analyst2@michiganauto.com,2025-07-15,maint.mgr@michiganauto.com,JNL-244989,False,2024,Q1
FAR-007080,2024-08,CC-2001,Maintenance Eng,GL-5003,Tooling,Lansing Plant,172984.49,152730.02,-20254.47,-11.71,finance@michiganauto.com,2025-10-19,ops.lead@michiganauto.com,JNL-120204,False,2024,Q1
FAR-007081,2024-06,CC-1003,Paint Shop,GL-4001,Direct Labour,Flint Plant,15927.83,10532.47,-5395.36,-33.87,finance@michiganauto.com,2026-02-26,maint.mgr@michiganauto.com,JNL-940839,False,2024,Q3
FAR-007082,2024-08,CC-1003,Paint Shop,GL-5003,Tooling,Flint Plant,160415.82,212542.87,52127.05,32.49,finance@michiganauto.com,2026-05-22,ops.lead@michiganauto.com,JNL-815663,True,2024,Q2
FAR-007083,2024-09,CC-2002,Tooling & Fixtures,GL-5001,Raw Materials,Flint Plant,206749.4,278205.8,71456.4,34.56,analyst1@michiganauto.com,2026-05-09,maint.mgr@michiganauto.com,JNL-827186,False,2024,Q1
FAR-007084,2024-01,CC-2002,Tooling & Fixtures,GL-5003,Tooling,Flint Plant,247714.79,193671.35,-54043.44,-21.82,analyst2@michiganauto.com,2025-12-11,ds.lead@michiganauto.com,JNL-750827,False,2024,Q3
FAR-007085,2024-12,CC-2003,HSE & Compliance,GL-5004,Energy,Lansing Plant,42942.26,39497.06,-3445.2,-8.02,finance@michiganauto.com,2025-07-16,ds.lead@michiganauto.com,JNL-137784,True,2024,Q2
FAR-007086,2024-03,CC-1002,Welding Dept,GL-5004,Energy,Detroit Plant,102782.83,83810.4,-18972.43,-18.46,finance@michiganauto.com,2026-01-31,john.smith@michiganauto.com,JNL-640386,False,2024,Q4
FAR-007087,2024-07,CC-2001,Maintenance Eng,GL-5001,Raw Materials,Detroit Plant,122118.05,81622.41,-40495.64,-33.16,exec.admin@michiganauto.com,2026-05-17,john.smith@michiganauto.com,JNL-863012,False,2024,Q4
FAR-007088,2024-04,CC-1003,Paint Shop,GL-5004,Energy,Flint Plant,53175.77,36938.64,-16237.13,-30.53,exec.admin@michiganauto.com,2025-06-19,maint.mgr@michiganauto.com,JNL-564800,False,2024,Q3
FAR-007089,2024-04,CC-1001,Stamping Dept,GL-5003,Tooling,Lansing Plant,92763.87,75001.33,-17762.54,-19.15,finance@michiganauto.com,2025-07-08,ops.lead@michiganauto.com,JNL-133282,False,2024,Q4
FAR-007090,2024-08,CC-2001,Maintenance Eng,GL-6002,External Repairs,Detroit Plant,207843.2,129242.23,-78600.97,-37.82,analyst1@michiganauto.com,2026-04-02,maint.mgr@michiganauto.com,JNL-837088,False,2024,Q3
FAR-007091,2024-01,CC-1001,Stamping Dept,GL-4001,Direct Labour,Lansing Plant,143100.38,177273.77,34173.39,23.88,analyst1@michiganauto.com,2025-11-09,john.smith@michiganauto.com,JNL-269591,False,2024,Q3
FAR-007092,2024-04,CC-1004,Assembly Dept,GL-5004,Energy,Detroit Plant,114921.64,73226.66,-41694.98,-36.28,analyst2@michiganauto.com,2026-05-22,maint.mgr@michiganauto.com,JNL-753232,False,2024,Q2
FAR-007093,2024-05,CC-1003,Paint Shop,GL-6002,External Repairs,Flint Plant,210579.47,215857.39,5277.92,2.51,exec.admin@michiganauto.com,2025-10-01,maint.mgr@michiganauto.com,JNL-232972,False,2024,Q2
FAR-007094,2024-08,CC-1004,Assembly Dept,GL-6001,Maintenance Parts,Lansing Plant,240369.17,188014.68,-52354.49,-21.78,finance@michiganauto.com,2025-09-14,ds.lead@michiganauto.com,JNL-248084,False,2024,Q4
FAR-007095,2024-11,CC-1004,Assembly Dept,GL-4002,Indirect Labour,Detroit Plant,11708.33,15171.47,3463.14,29.58,analyst1@michiganauto.com,2026-03-11,john.smith@michiganauto.com,JNL-769715,False,2024,Q2
FAR-007096,2024-03,CC-3001,Finance & Admin,GL-5003,Tooling,Flint Plant,49276.28,40857.81,-8418.47,-17.08,analyst2@michiganauto.com,2026-02-26,ds.lead@michiganauto.com,JNL-191476,True,2024,Q1
FAR-007097,2024-07,CC-1002,Welding Dept,GL-5002,Consumables,Detroit Plant,88484.9,56854.09,-31630.81,-35.75,finance@michiganauto.com,2025-06-30,ops.lead@michiganauto.com,JNL-503034,False,2024,Q3
FAR-007098,2024-05,CC-3001,Finance & Admin,GL-5002,Consumables,Detroit Plant,98000.82,82793.51,-15207.31,-15.52,finance@michiganauto.com,2025-08-01,ops.lead@michiganauto.com,JNL-176203,False,2024,Q3
FAR-007099,2024-04,CC-2003,HSE & Compliance,GL-6001,Maintenance Parts,Lansing Plant,174399.8,259864.18,85464.38,49.0,analyst2@michiganauto.com,2026-04-13,ops.lead@michiganauto.com,JNL-922710,False,2024,Q1
FAR-007100,2024-06,CC-2003,HSE & Compliance,GL-6001,Maintenance Parts,Flint Plant,126920.49,158277.6,31357.11,24.71,finance@michiganauto.com,2025-06-27,maint.mgr@michiganauto.com,JNL-627557,False,2024,Q4
FAR-007101,2024-08,CC-1005,Quality Control,GL-5001,Raw Materials,Flint Plant,166065.76,118275.26,-47790.5,-28.78,exec.admin@michiganauto.com,2026-03-31,maint.mgr@michiganauto.com,JNL-916934,False,2024,Q1
FAR-007102,2024-01,CC-1004,Assembly Dept,GL-4003,Contractor Cost,Flint Plant,188730.98,187204.55,-1526.43,-0.81,analyst1@michiganauto.com,2025-09-27,ops.lead@michiganauto.com,JNL-312497,False,2024,Q3
FAR-007103,2024-06,CC-1004,Assembly Dept,GL-6001,Maintenance Parts,Detroit Plant,180172.81,150805.13,-29367.68,-16.3,analyst2@michiganauto.com,2025-10-19,ds.lead@michiganauto.com,JNL-876992,False,2024,Q4
FAR-007104,2024-03,CC-1005,Quality Control,GL-6001,Maintenance Parts,Lansing Plant,202347.65,227095.97,24748.32,12.23,exec.admin@michiganauto.com,2025-12-05,ds.lead@michiganauto.com,JNL-185580,False,2024,Q2
FAR-007105,2024-01,CC-1004,Assembly Dept,GL-7001,Overhead Allocation,Detroit Plant,134865.11,166904.98,32039.87,23.76,analyst2@michiganauto.com,2025-08-31,john.smith@michiganauto.com,JNL-201695,False,2024,Q3
FAR-007106,2024-10,CC-1001,Stamping Dept,GL-4003,Contractor Cost,Detroit Plant,140740.04,140946.97,206.93,0.15,finance@michiganauto.com,2025-08-10,ds.lead@michiganauto.com,JNL-630229,False,2024,Q2
FAR-007107,2024-07,CC-1005,Quality Control,GL-4003,Contractor Cost,Flint Plant,46806.56,55205.46,8398.9,17.94,finance@michiganauto.com,2025-11-24,ops.lead@michiganauto.com,JNL-317037,True,2024,Q1
FAR-007108,2024-11,CC-2003,HSE & Compliance,GL-7001,Overhead Allocation,Detroit Plant,49372.84,56387.28,7014.44,14.21,exec.admin@michiganauto.com,2025-10-25,maint.mgr@michiganauto.com,JNL-495112,False,2024,Q4
FAR-007109,2024-04,CC-1005,Quality Control,GL-7001,Overhead Allocation,Flint Plant,223277.58,182754.84,-40522.74,-18.15,finance@michiganauto.com,2026-05-20,maint.mgr@michiganauto.com,JNL-577186,False,2024,Q1
FAR-007110,2024-11,CC-1003,Paint Shop,GL-5002,Consumables,Lansing Plant,242483.05,232084.07,-10398.98,-4.29,finance@michiganauto.com,2026-01-16,ds.lead@michiganauto.com,JNL-308434,False,2024,Q3
FAR-007111,2024-04,CC-2002,Tooling & Fixtures,GL-5004,Energy,Detroit Plant,204253.19,226743.68,22490.49,11.01,analyst1@michiganauto.com,2026-02-22,ops.lead@michiganauto.com,JNL-602764,False,2024,Q2
FAR-007112,2024-10,CC-3001,Finance & Admin,GL-5004,Energy,Detroit Plant,167194.22,233975.65,66781.43,39.94,analyst1@michiganauto.com,2025-12-14,ds.lead@michiganauto.com,JNL-861641,False,2024,Q3
FAR-007113,2024-01,CC-1002,Welding Dept,GL-5001,Raw Materials,Lansing Plant,97166.27,74229.24,-22937.03,-23.61,exec.admin@michiganauto.com,2025-07-05,ds.lead@michiganauto.com,JNL-816282,False,2024,Q1
FAR-007114,2024-05,CC-2001,Maintenance Eng,GL-7001,Overhead Allocation,Flint Plant,155171.7,152925.11,-2246.59,-1.45,analyst1@michiganauto.com,2025-12-23,john.smith@michiganauto.com,JNL-231402,False,2024,Q3
FAR-007115,2024-07,CC-1002,Welding Dept,GL-4001,Direct Labour,Lansing Plant,160578.56,149174.26,-11404.3,-7.1,analyst1@michiganauto.com,2025-08-27,john.smith@michiganauto.com,JNL-626320,False,2024,Q4
FAR-007116,2024-01,CC-1004,Assembly Dept,GL-5002,Consumables,Lansing Plant,158234.14,163762.72,5528.58,3.49,analyst1@michiganauto.com,2026-05-12,ops.lead@michiganauto.com,JNL-382980,False,2024,Q4
FAR-007117,2024-02,CC-1002,Welding Dept,GL-4003,Contractor Cost,Lansing Plant,162984.84,201334.85,38350.01,23.53,analyst1@michiganauto.com,2025-11-01,ops.lead@michiganauto.com,JNL-419024,False,2024,Q4
FAR-007118,2024-09,CC-1003,Paint Shop,GL-5003,Tooling,Lansing Plant,168303.61,160731.79,-7571.82,-4.5,exec.admin@michiganauto.com,2025-12-15,maint.mgr@michiganauto.com,JNL-334970,False,2024,Q1
FAR-007119,2024-04,CC-3001,Finance & Admin,GL-7001,Overhead Allocation,Lansing Plant,42989.41,52905.68,9916.27,23.07,analyst2@michiganauto.com,2026-04-15,john.smith@michiganauto.com,JNL-720263,False,2024,Q2
